General
Serial Number,IQDVT Version,CV VERSION,DUT VERSION,Date,Time
,1.8.7.2,wlan_7.2.300@r1044+a+233+a+23-e90bc1,2.27.1_r1044+a+233+a+23-e90bc1,2026/4/29,17:40
Rx Reciever DFS
Test,Ant,Frequency,Channel,DUT Transmit Power,RSSI,RSSI Error,Temp,Pass/Fail
1.1.1,4,5180,36,-40,-48.00,8.00,47,Pass
1.2.1,4,5190,38,-40,-48.00,8.00,47,Pass
1.3.1,4,5200,40,-40,-48.00,8.00,47,Pass
1.4.1,4,5210,42,-40,-48.00,8.00,47,Pass
1.5.1,4,5220,44,-40,-48.00,8.00,47,Pass
1.6.1,4,5230,46,-40,-48.00,8.00,47,Pass
1.7.1,4,5240,48,-40,-48.00,8.00,47,Pass
1.8.1,4,5250,50,-40,-48.00,8.00,47,Pass
1.9.1,4,5260,52,-40,-48.00,8.00,47,Pass
1.10.1,4,5270,54,-40,-48.00,8.00,47,Pass
1.11.1,4,5280,56,-40,-48.00,8.00,47,Pass
1.12.1,4,5290,58,-40,-48.00,8.00,47,Pass
1.13.1,4,5300,60,-40,-48.00,8.00,47,Pass
1.14.1,4,5310,62,-40,-48.00,8.00,47,Pass
1.15.1,4,5320,64,-40,-48.00,8.00,47,Pass
1.16.1,4,5500,100,-40,-48.00,8.00,47,Pass
1.17.1,4,5510,102,-40,-48.00,8.00,47,Pass
1.18.1,4,5520,104,-40,-48.00,8.00,47,Pass
1.19.1,4,5530,106,-40,-48.00,8.00,47,Pass
1.20.1,4,5540,108,-40,-48.00,8.00,47,Pass
1.21.1,4,5550,110,-40,-48.00,8.00,47,Pass
1.22.1,4,5560,112,-40,-48.00,8.00,47,Pass
1.23.1,4,5570,114,-40,-48.00,8.00,47,Pass
1.24.1,4,5580,116,-40,-48.00,8.00,47,Pass
1.25.1,4,5590,118,-40,-48.00,8.00,47,Pass
1.26.1,4,5600,120,-40,-48.00,8.00,47,Pass
1.27.1,4,5610,122,-40,-48.00,8.00,47,Pass
1.28.1,4,5620,124,-40,-48.00,8.00,47,Pass
1.29.1,4,5630,126,-40,-48.00,8.00,47,Pass
1.30.1,4,5640,128,-40,-48.00,8.00,47,Pass
1.31.1,4,5660,132,-40,-48.00,8.00,47,Pass
1.32.1,4,5670,134,-40,-48.00,8.00,47,Pass
1.33.1,4,5680,136,-40,-48.00,8.00,47,Pass
1.34.1,4,5690,138,-40,-48.00,8.00,47,Pass
1.35.1,4,5700,140,-40,-48.00,8.00,47,Pass
1.36.1,4,5710,142,-40,-48.00,8.00,48,Pass
1.37.1,4,5720,144,-40,-48.00,8.00,47,Pass
1.38.1,4,5745,149,-40,-49.00,9.00,47,Pass
1.39.1,4,5755,151,-40,-49.00,9.00,48,Pass
1.40.1,4,5765,153,-40,-48.00,8.00,48,Pass
1.41.1,4,5775,155,-40,-48.00,8.00,48,Pass
1.42.1,4,5785,157,-40,-48.00,8.00,47,Pass
1.43.1,4,5795,159,-40,-48.00,8.00,48,Pass
1.44.1,4,5805,161,-40,-48.00,8.00,48,Pass
1.45.1,4,5815,163,-40,-48.00,8.00,48,Pass
1.46.1,4,5825,165,-40,-48.00,8.00,48,Pass
1.47.1,4,5835,167,-40,-48.00,8.00,48,Pass
1.48.1,4,5845,169,-40,-48.00,8.00,48,Pass
1.49.1,4,5855,171,-40,-48.00,8.00,48,Pass
1.50.1,4,5865,173,-40,-49.00,9.00,48,Pass
1.51.1,4,5875,175,-40,-49.00,9.00,48,Pass
1.52.1,4,5885,177,-40,-50.00,10.00,48,Pass
1.53.1,4,5905,181,-40,-55.00,15.00,48,Pass
Tx Performance
Test,Band,Tx Mode,Ant,Rate,Signal BW,Spectrum BW,Frequency,Channel,Preamble,Guard Interval,GILTF,Coding Type,SS,Fixed Power,Open/Close loop,Temperature,DUT Transmit Power,Limit Spec On/Off,Volt,Power,Power Error,Limit[Power Error],EVM,Limit[EVM],Clock Error S1,Limit[Clock],Frequency Error Hz,Frequency Error ppm,Limit[Freq],Lo Leakage,Limit[Lo leakage],Lo Leakage Margin,Limit[Lo leakage Margin],Mask Violation,Limit[Mask Violation],Flatness Margin,Spectral Mask Margin,Worst Mask Margin,Error Message,Pass/Fail
27.2.1,6G,802.11ax,1,MCS7,20MHz,20MHZ,5955,1,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,12571,20.1,0.1, ,-34.09,(<-30),-1.25, ,-7571.43,-1.27,(-10 - 10),-69.16, ,37.16, ,0.00,(<1),[4.12 3.84 3.82 3.94 ],[11.92 12.14 6.37 6.80 8.01 7.42 8.97 9.05 ],[-30.35 -29.14 -10.51 -10.47 10.47 10.51 29.77 30.55 ],No Error,Pass
27.2.2,6G,802.11ax,1,MCS7,20MHz,20MHZ,6335,77,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,12366,19.96,-0.04, ,-37.72,(<-30),-1.27, ,-8100.45,-1.28,(-10 - 10),-66.66, ,34.66, ,0.00,(<1),[4.00 3.87 3.85 3.96 ],[12.59 12.79 6.18 6.65 8.23 7.69 11.84 11.80 ],[-30.47 -29.57 -10.51 -10.47 10.47 10.51 29.73 30.51 ],No Error,Pass
27.2.3,6G,802.11ax,1,MCS7,20MHz,20MHZ,6755,161,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11492,20,0, ,-39.67,(<-30),-1.28, ,-8668.56,-1.28,(-10 - 10),-55.70, ,23.70, ,0.00,(<1),[3.94 3.87 3.86 3.99 ],[13.17 13.27 6.11 6.57 8.33 7.73 12.82 12.71 ],[-31.05 -29.61 -10.51 -10.47 10.47 10.51 29.30 30.16 ],No Error,Pass
27.2.4,6G,802.11ax,1,MCS7,20MHz,20MHZ,7115,233,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11689,19.94,-0.06, ,-36.04,(<-30),-1.28, ,-9153.42,-1.29,(-10 - 10),-62.19, ,30.19, ,0.00,(<1),[3.96 3.89 3.89 4.02 ],[12.57 12.82 6.03 6.47 8.22 7.66 12.25 12.06 ],[-30.35 -29.57 -10.51 -10.47 10.47 10.51 29.77 30.55 ],No Error,Pass
27.3.1,6G,802.11ax,2,MCS7,20MHz,20MHZ,5955,1,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11558,20.18,0.18, ,-36.93,(<-30),-1.27, ,-7663.35,-1.29,(-10 - 10),-56.84, ,24.84, ,0.00,(<1),[4.16 3.75 3.78 3.87 ],[11.37 11.54 6.67 7.11 8.15 7.52 8.53 8.78 ],[-30.35 -29.14 -10.51 -10.47 10.47 10.51 29.73 30.55 ],No Error,Pass
27.3.2,6G,802.11ax,2,MCS7,20MHz,20MHZ,6335,77,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11554,20.14,0.14, ,-39.77,(<-30),-1.28, ,-8153.47,-1.29,(-10 - 10),-57.42, ,25.42, ,0.00,(<1),[4.00 3.88 3.84 3.92 ],[12.35 12.77 6.23 6.70 8.30 7.72 11.64 11.77 ],[-30.51 -29.38 -10.51 -10.47 10.47 10.51 29.73 30.51 ],No Error,Pass
27.3.3,6G,802.11ax,2,MCS7,20MHz,20MHZ,6755,161,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,12146,20.12,0.12, ,-38.87,(<-30),-1.27, ,-8686.10,-1.29,(-10 - 10),-71.98, ,39.98, ,0.00,(<1),[3.91 3.86 3.87 3.98 ],[11.88 12.19 6.08 6.57 8.24 7.62 11.86 11.90 ],[-31.29 -29.38 -10.51 -10.47 10.47 10.51 29.77 30.20 ],No Error,Pass
27.3.4,6G,802.11ax,2,MCS7,20MHz,20MHZ,7115,233,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11855,20.12,0.12, ,-37.01,(<-30),-1.27, ,-9141.15,-1.28,(-10 - 10),-66.69, ,34.69, ,0.00,(<1),[3.95 3.90 3.90 4.03 ],[11.33 11.67 6.08 6.55 8.29 7.72 11.06 11.05 ],[-30.51 -29.57 -10.51 -10.47 10.47 10.51 29.73 30.55 ],No Error,Pass
27.4.1,6G,802.11ax,3,MCS7,20MHz,20MHZ,5955,1,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,12197,19.98,-0.02, ,-36.07,(<-30),-1.26, ,-7637.70,-1.28,(-10 - 10),-59.61, ,27.61, ,0.00,(<1),[4.15 3.82 3.81 3.90 ],[11.08 11.20 6.57 7.02 8.14 7.55 8.28 8.33 ],[-30.35 -29.14 -10.51 -10.47 10.47 10.51 29.77 30.55 ],No Error,Pass
27.4.2,6G,802.11ax,3,MCS7,20MHz,20MHZ,6335,77,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11682,20.14,0.14, ,-37.99,(<-30),-1.27, ,-8124.49,-1.28,(-10 - 10),-60.89, ,28.89, ,0.00,(<1),[3.97 3.85 3.87 3.94 ],[11.16 11.67 6.19 6.66 8.22 7.63 10.58 10.63 ],[-30.51 -29.14 -10.51 -10.47 10.47 10.51 29.73 30.55 ],No Error,Pass
27.4.3,6G,802.11ax,3,MCS7,20MHz,20MHZ,6755,161,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,11763,20.12,0.12, ,-40,(<-30),-1.26, ,-8647.84,-1.28,(-10 - 10),-60.33, ,28.33, ,0.00,(<1),[3.93 3.85 3.87 3.95 ],[12.06 12.23 6.16 6.65 8.30 7.71 11.48 11.77 ],[-30.51 -29.61 -10.51 -10.47 10.47 10.51 29.77 30.00 ],No Error,Pass
27.4.4,6G,802.11ax,3,MCS7,20MHz,20MHZ,7115,233,N/A,N/A,GILTF1,LDPC,1,false,Close,51,20,Off,12223,20.08,0.08, ,-35.64,(<-30),-1.26, ,-9086.16,-1.28,(-10 - 10),-58.04, ,26.04, ,0.00,(<1),[3.99 3.88 3.88 4.00 ],[11.89 12.03 6.01 6.49 8.18 7.64 11.34 11.29 ],[-30.51 -29.57 -10.51 -10.47 10.47 10.51 29.77 30.55 ],No Error,Pass
28.1.1,6G,802.11ax,0,MCS11,80MHz,80MHz,6225,55,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10384,17.96,-0.04, ,-44.74,(<-38),-1.28, ,-7972.36,-1.28,(-10 - 10),-55.26, ,23.26, ,0.00,(<1),[4.19 3.73 3.69 4.17 ],[15.57 16.04 8.17 8.32 8.95 8.90 14.07 10.65 ],[-123.75 -119.06 -40.52 -40.49 40.49 40.52 119.77 185.01 ],No Error,Pass
28.1.2,6G,802.11ax,0,MCS11,80MHz,80MHz,6545,119,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10814,18.04,0.04, ,-43.35,(<-38),-1.27, ,-8343.37,-1.27,(-10 - 10),-57.91, ,25.91, ,0.00,(<1),[3.76 3.69 3.25 4.73 ],[11.96 13.56 7.97 8.13 9.70 9.62 13.32 13.33 ],[-130.02 -118.62 -40.52 -40.49 40.49 40.52 119.36 120.15 ],No Error,Pass
28.1.3,6G,802.11ax,0,MCS11,80MHz,80MHz,7025,215,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10671,18.01,0.01, ,-41.99,(<-38),-1.27, ,-8943.54,-1.27,(-10 - 10),-56.70, ,24.70, ,0.00,(<1),[4.14 3.79 3.65 4.26 ],[13.99 14.23 8.23 8.37 8.95 8.92 12.89 12.60 ],[-130.02 -118.51 -40.52 -40.49 40.49 40.52 119.88 120.67 ],No Error,Pass
28.2.1,6G,802.11ax,1,MCS11,80MHz,80MHz,6225,55,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10617,18.04,0.04, ,-44.69,(<-38),-1.27, ,-7906.97,-1.27,(-10 - 10),-67.94, ,35.94, ,0.00,(<1),[4.15 3.73 3.71 4.18 ],[15.82 16.51 8.18 8.32 9.03 8.98 14.74 11.85 ],[-128.12 -119.62 -40.52 -40.49 40.49 40.52 119.65 185.01 ],No Error,Pass
28.2.2,6G,802.11ax,1,MCS11,80MHz,80MHz,6545,119,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,11067,18.1,0.1, ,-42.12,(<-38),-1.26, ,-8291.10,-1.27,(-10 - 10),-75.65, ,43.65, ,0.00,(<1),[3.74 3.69 3.21 4.77 ],[12.71 13.37 8.01 8.16 9.79 9.72 12.59 12.87 ],[-129.99 -119.21 -40.52 -40.49 40.49 40.52 119.79 122.29 ],No Error,Pass
28.2.3,6G,802.11ax,1,MCS11,80MHz,80MHz,7025,215,N/A,N/A,GILTF1,LDPC,1,false,Close,52,18,Off,10616,18.05,0.05, ,-41.41,(<-38),-1.26, ,-8884.14,-1.26,(-10 - 10),-63.57, ,31.57, ,0.00,(<1),[4.06 3.77 3.60 4.32 ],[14.33 14.84 8.14 8.28 9.07 9.02 12.82 13.20 ],[-129.99 -119.97 -40.52 -40.49 40.49 40.52 119.79 122.26 ],No Error,Pass
28.3.1,6G,802.11ax,2,MCS11,80MHz,80MHz,6225,55,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,11042,18.01,0.01, ,-43.86,(<-38),-1.26, ,-7845.97,-1.26,(-10 - 10),-61.23, ,29.23, ,0.00,(<1),[4.19 3.73 3.68 4.10 ],[15.89 16.22 8.22 8.35 8.82 8.76 14.00 10.63 ],[-124.07 -119.97 -40.52 -40.49 40.49 40.52 107.87 185.01 ],No Error,Pass
28.3.2,6G,802.11ax,2,MCS11,80MHz,80MHz,6545,119,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,11009,18.05,0.05, ,-43.28,(<-38),-1.26, ,-8245.67,-1.26,(-10 - 10),-65.01, ,33.01, ,0.00,(<1),[3.71 3.67 3.21 4.81 ],[12.96 13.37 8.00 8.16 9.81 9.72 13.37 12.84 ],[-121.23 -116.95 -40.52 -40.49 40.49 40.52 119.56 120.64 ],No Error,Pass
28.3.3,6G,802.11ax,2,MCS11,80MHz,80MHz,7025,215,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10851,18.01,0.01, ,-42.19,(<-38),-1.26, ,-8833.29,-1.26,(-10 - 10),-72.79, ,40.79, ,0.00,(<1),[4.22 3.75 3.71 4.18 ],[14.88 15.00 8.29 8.43 8.84 8.82 12.23 12.37 ],[-123.11 -117.69 -40.52 -40.49 40.49 40.52 119.24 120.67 ],No Error,Pass
28.4.1,6G,802.11ax,3,MCS11,80MHz,80MHz,6225,55,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10580,18.13,0.13, ,-43.44,(<-38),-1.25, ,-7801.81,-1.25,(-10 - 10),-59.05, ,27.05, ,0.00,(<1),[4.10 3.70 3.68 4.15 ],[15.44 15.89 8.11 8.24 8.94 8.88 13.46 10.82 ],[-122.17 -119.36 -40.52 -40.49 40.49 40.52 119.53 185.01 ],No Error,Pass
28.4.2,6G,802.11ax,3,MCS11,80MHz,80MHz,6545,119,N/A,N/A,GILTF1,LDPC,1,false,Close,51,18,Off,10543,18.21,0.21, ,-42.92,(<-38),-1.25, ,-8200.30,-1.25,(-10 - 10),-61.91, ,29.91, ,0.00,(<1),[3.74 3.70 3.27 4.70 ],[13.60 13.32 8.01 8.14 9.67 9.60 12.97 12.68 ],[-121.23 -119.33 -40.52 -40.49 40.49 40.52 119.36 120.73 ],No Error,Pass
28.4.3,6G,802.11ax,3,MCS11,80MHz,80MHz,7025,215,N/A,N/A,GILTF1,LDPC,1,false,Close,52,18,Off,10554,18.19,0.19, ,-41.82,(<-38),-1.25, ,-8791.50,-1.25,(-10 - 10),-65.92, ,33.92, ,0.00,(<1),[4.19 3.76 3.68 4.24 ],[14.29 14.46 8.20 8.34 8.83 8.80 12.55 12.41 ],[-121.26 -119.68 -40.52 -40.49 40.49 40.52 119.56 122.26 ],No Error,Pass
29.1.1,6G,802.11be,0,MCS13,320MHz,320MHz,6105,31,N/A,N/A,GILTF0,LDPC,1,false,Close,51,17,Off,10300,17.3,0.3, ,-41.71,(<-41),-1.25, ,-7641.65,-1.25,(-10 - 10),-57.04, ,25.04, ,0.01,(<1),[3.61 3.65 3.32 3.30 2.88 2.79 3.54 3.65 3.69 3.64 ],[-2.65 16.31 10.74 10.93 8.87 8.88 12.81 14.66 ],[-485.00 -472.67 -160.52 -160.49 160.46 160.49 344.99 499.12 ],No Error,Pass
29.1.2,6G,802.11be,0,MCS13,320MHz,320MHz,6745,159,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10406,17.11,0.11, ,-42.45,(<-41),-1.25, ,-8426.19,-1.25,(-10 - 10),-55.93, ,23.93, ,0.00,(<1),[3.86 3.92 3.74 3.65 3.22 3.19 3.86 3.86 3.93 3.91 ],[14.04 12.32 10.20 10.33 8.73 8.72 13.57 14.91 ],[-484.06 -428.78 -160.52 -160.49 160.46 160.49 449.35 503.13 ],No Error,Pass
29.2.1,6G,802.11be,1,MCS13,320MHz,320MHz,6105,31,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10224,17.28,0.28, ,-42.91,(<-41),-1.25, ,-7622.65,-1.25,(-10 - 10),-62.60, ,30.60, ,0.01,(<1),[3.77 3.92 3.55 3.48 3.05 2.95 3.60 3.66 3.73 3.66 ],[-1.62 17.27 10.66 10.86 8.81 8.82 13.74 15.28 ],[-485.00 -467.48 -160.52 -160.49 160.46 160.49 344.99 486.26 ],No Error,Pass
29.2.2,6G,802.11be,1,MCS13,320MHz,320MHz,6745,159,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10192,17.3,0.3, ,-42.77,(<-41),-1.24, ,-8395.62,-1.24,(-10 - 10),-58.22, ,26.22, ,0.00,(<1),[4.01 4.03 3.79 3.63 3.35 3.30 3.80 3.71 4.09 4.06 ],[14.79 12.04 10.45 10.67 8.96 8.98 14.80 15.27 ],[-502.49 -436.89 -160.52 -160.49 160.46 160.49 441.88 493.50 ],No Error,Pass
29.3.1,6G,802.11be,2,MCS13,320MHz,320MHz,6105,31,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10653,17.15,0.15, ,-42.35,(<-41),-1.24, ,-7573.05,-1.24,(-10 - 10),-62.40, ,30.40, ,0.01,(<1),[3.57 3.66 3.35 3.32 2.97 2.93 3.52 3.79 3.86 3.76 ],[-1.68 17.13 10.93 11.13 8.91 8.97 13.17 15.38 ],[-485.00 -470.35 -160.52 -160.49 160.46 160.49 344.99 488.16 ],No Error,Pass
29.3.2,6G,802.11be,2,MCS13,320MHz,320MHz,6745,159,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10453,17.2,0.2, ,-42.72,(<-41),-1.24, ,-8350.00,-1.24,(-10 - 10),-56.23, ,24.23, ,0.00,(<1),[3.95 3.98 3.76 3.65 3.24 3.23 3.86 3.83 4.00 3.97 ],[14.95 13.53 10.26 10.43 8.76 8.83 15.13 15.54 ],[-508.47 -436.89 -160.52 -160.49 160.46 160.49 441.90 492.24 ],No Error,Pass
29.4.1,6G,802.11be,3,MCS13,320MHz,320MHz,6105,31,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10454,17.19,0.19, ,-42.52,(<-41),-1.24, ,-7543.91,-1.24,(-10 - 10),-59.91, ,27.91, ,0.01,(<1),[3.83 3.97 3.63 3.53 3.10 3.02 3.63 3.68 3.74 3.65 ],[-1.44 17.57 10.84 11.02 8.68 8.71 13.04 15.16 ],[-485.00 -478.99 -160.52 -160.49 160.46 160.49 344.99 490.30 ],No Error,Pass
29.4.2,6G,802.11be,3,MCS13,320MHz,320MHz,6745,159,N/A,N/A,GILTF0,LDPC,1,false,Close,52,17,Off,10001,17.31,0.31, ,-42.77,(<-41),-1.23, ,-8316.80,-1.23,(-10 - 10),-64.87, ,32.87, ,0.00,(<1),[4.08 4.12 3.70 3.76 3.28 3.22 3.81 3.81 3.88 3.87 ],[14.65 12.00 10.31 10.52 8.64 8.69 14.38 15.33 ],[-506.27 -436.89 -160.52 -160.49 160.46 160.49 453.74 507.79 ],No Error,Pass

